id,date,updated,massif,sommet,description,orientation,latitude,longitude,tile_filename_zoom_16,Avalanche,elevations
1641764192963,1641682800000.0,1641791229000.0,Belledonne,,b'Plaque de 30 cm depaisseur partie en foret  . La plaque a ete declenchee a distance alors que nous etions sur un dome  (propagation sur environ 30 m) .',NW,45.39768178407527,6.127032315830904,openstreat_map_z_16_x_33883_y_23472.png,1,1683.0
1641803675183,1641596400000.0,1641803675000.0,Vercors,Pas de l'Oeille,"b'Plaque a vent declenchee par skieur a la montee, 20 metres de large pour 40/50 metres de long'",E,45.01446800789476,5.588259416064788,openstreat_map_z_16_x_33785_y_23571.png,1,1671.0
1641715368767,1641596400000.0,1641715368000.0,Belledonne,Bec d'Arguille - combe au dessus de la Marmottane,"b""Depart de plaque a la montee, sous les skis du traceur, environ 50 cm d'epaisseur sur 20 metres. Pente de l'ordre de 35.\r\n\r\nCouche recente, type plaque a vent.\r\n\r\n3eme skieur a la montee dans l'axe de la plaque, je suis rapidement embarque sur environ 15 metres et enfoui par l'avalanche. seul un gant depasse. Mes 3 amis (a distance de la plaque) s'organisent et me sortent de la 5 a 10 minutes plus tard. Suite au pelletage, on entend plusieurs fois la neige se tasser sous nos pieds, on part rapidement. Pas de blessure, perte anecdotique des batons et des lunettes.\r\n\r\nPlusieurs erreurs: \r\n- une mauvaise visibilite (brouillard) qui complique la lecture du terrain y compris avec gps : mauvais choix du cheminement,\r\n- Des alertes a la montee (neige changeante, epaisseurs de neige heterogenes, indices de transport et d'accumulations par le vent),\r\n\r\nnb: Choques, nous n'avons malheureusement pas pris de photo et sommes partis rapidement. Je partage tout de meme un plan qui croise ma trace gpx avec la carte des pentes .""",SW,45.266221333545154,6.126840845948234,openstreat_map_z_16_x_33883_y_23506.png,1,2396.0
1641666911429,1641596400000.0,1641668083000.0,Belledonne,col du loup,"b""Depart de plaque a vent sous nos skis a quelques metres sous le col.\r\nCassure 10 a 30cm sur environ 100m de large, pente a environ 35.\r\nDepot de 90cm au plus epais. \r\nDepart de l'accumulation sous le vent du col au passage des skieurs.\r\n\r\n\r\nErreurs cles : choix de l'emplacement de la trace, distance entre skieurs insuffisante.""",W,45.17364146893761,5.947805524473797,openstreat_map_z_16_x_33850_y_23530.png,1,2357.0
1641489159010,1641423600000.0,1641489807000.0,Lauzière,Pointe de Combe Bronsin,"b""Plaque a vent juste sous le sommet, declenchee par un skieur a la descente (pas d'ensevelissement, pas de blessure, pas de perte de materiel). Epaisseur de la cassure : 40 cm maximum. Plaque assez dure, depot sur le replat 50 m sous le sommet. Pente de 40 environ au niveau de la cassure. De la neige recente moins densifiee constituait probablement la couche fragile.\r\nNombreuses petites plaques a vent observees ce jour dans le secteur.""",SE,45.5184707694072,6.396018079114701,openstreat_map_z_16_x_33932_y_23440.png,1,2441.0
1641492359543,1641423600000.0,1641492359000.0,Lauzière - Cheval Noir,Pointe de Combe Bronsin,"b""Petite plaque a vent (10 a 15 cm d'epaisseur en moyenne pour la cassure) en entree du couloir, ayant entraine une personne sur 150 m de denivele. D'autres petites accumulations sur les cotes du couloir sont egalement parties (en rive gauche uniquement). Depot consequent de neige seche peu dense. Pas d'ensevelissement pour la victime, pas de blessure importante, perte d'un baton.""",E,45.51357378414601,6.404481114444073,openstreat_map_z_16_x_33933_y_23442.png,1,2089.0
1641550878892,1641423600000.0,1641550878000.0,Belledonne,,"b""Avalanche de neige poudreuse. \r\nEnvirons 20cm sur neige dure-gelee. \r\nL'avalanche s'est declenchee lors du deuxieme passage a ski.\r\nL'avalanche a mobilisee plus de neige par la suite, creant une zone de depot d'environ 50m de large. Depot assez important (environ 50 a 80cm de neige).\r\nHeureusement pas de bobos, mais un ski de perdu dans le depot de la coulee. (Zag Ubac 95)\r\nSi vous le retrouvez, merci de nous contacter par mail a l'adresse ubac95@hotmail.com , nous vous en serons tres reconnaissant.""",W,45.23508607856486,6.021345280596071,openstreat_map_z_16_x_33864_y_23514.png,1,2340.0
1641472919457,1641337200000.0,1641472919000.0,Beaufortain,Mont Rosset,b'Plusieurs petites plaques mobilisant la couche de neige recente.',NE,45.62506334013204,6.665980200664574,openstreat_map_z_16_x_33981_y_23413.png,1,2333.0
1641290292750,1641250800000.0,1641290292000.0,ARVAN - villard,merlet,"b""purge de toute les faces nord  du Merlet, du col des Fouages jusqu'au Natey et l'ouest des Vallorins \r\ndepots impressionnants qui s'arretent au niveau du torrent (desole pour les photos il faisait nuit)\r\ndate inconnue, lie a l'episode de pluie\r\npurge souvent jusqu'au terrain\r\ntorrent apparent dans le vallon et gros debit qui a entraine de nombreux affaissements et crevasses du manteau""",N,45.31859657930829,6.208354145631444,openstreat_map_z_16_x_33898_y_23492.png,1,2238.0
1641142699048,1641078000000.0,1641142699000.0,Belledonne,Le Ferrouillet,b'Coulee fraiche. au pied du ferrouillet.',T,45.20477593324221,6.013477816973692,openstreat_map_z_16_x_33862_y_23522.png,1,2096.0
1641135794587,1640905200000.0,1641146368000.0,Chartreuse,chamechaude,"b'Venant depuis le habert de Chamechaude par le GR, nous constatons une premiere avalanche partie depuis une zone herbeuse/vegetation, datant sans doute de la veille. Arrive tout juste en sortie de foret au niveau de la zone d\'eboulis, je vois une avalanche de fonte qui vient de demarrer plus haut sur la barre rocheuse et apercois un chamois situe juste dans l\'axe sur le bas de la barre rocheuse faire un bon de cote pour l\'eviter. (arrive trop tard pour savoir si le passage du chamois a aide a declencher l\'avalanche).\r\nLa coulee de l\'avalanche descend un peu plus bas que le chemin et baisse vite en intensite. (duree moins d\'1 minute).\r\n\r\n<a href=""https://fb.watch/ahtTlcw2jz/"" target=""_blank"">Video prise en fin de la coulee :</a>'",NW,45.28418419166256,5.793365478384659,openstreat_map_z_16_x_33822_y_23501.png,1,1607.0
1640881845508,1640818800000.0,1640882316000.0,Haute Maurienne,Signal du Grand Mont Cenis,"b'Tres vaste avalanche partie spontanement dans la nuit de mercredi a jeudi.\r\nRuptures probable dans une vielle couche fragile persistante avec une grande propagation.\r\nDepot au niveau de la pyramide, en bordure de la piste.'",NW,45.26954681783584,6.950273421235861,openstreat_map_z_16_x_34033_y_23505.png,1,2900.0
1641063101983,1640818800000.0,1641063101000.0,Belledonne,,b'Observee le 1 janvier mais probablement partie le 30.',NE,45.13258209579571,5.9043359756469735,openstreat_map_z_16_x_33842_y_23540.png,1,1992.0
1641335103779,1640818800000.0,1641335103000.0,Mont Blanc,col d'Argentière,"b'Plusieurs avalanches parties naturellement sans doute le jeudi 30 decembre 2021, suite aux importantes precipitations des jours precedents.  Impressionnant. \r\nDe nombreuses pentes inferieures a 30 degres sont concernees.'",W,45.946371256748975,7.03188778004134,openstreat_map_z_16_x_34048_y_23329.png,1,3349.0
1641572442149,1640818800000.0,1641589210000.0,Beaufortain,Quermoz,"b""Avalanche ayant emportee toute la face NE.\r\nDate inconnue mais la chute de neige du 28/12 a ete suivie le lendemain d'un episode de pluie jusqu'a 2500m puis ensuite d'un fort redoux / ensoleillement (iso 3500m). Manteau devenant neigeux gorge d'eau.\r\nCassure 5m sous le sommet, epaisseur 20/30cm. Depot jusqu'en bas de la face.""",NE,45.561031688584,6.562700151423782,openstreat_map_z_16_x_33962_y_23429.png,1,2267.0
1640937310520,1640818800000.0,1640973039000.0,Haute Maurienne,Bonneval sur Arc,"b'""Avalanche dans le secteur du telesiege des 3000, il n\'y a pas de victime"".\r\nAu moins deux avalanches presumees accidentelles se sont produites en debut d\'apres midi, d\'apres les temoins. Elles se sont ajoutees aux multiples plaques deja parties spontanement ou declenchees artificiellement la veille au soir (Gazex) pour la protection de la route d\'acces au village.\r\nAu moins en altitude, les conditions restent risquees pour les jours a venir.\r\nVoir la video de test nivologique -explicite- realise sur place moins de 24 heures apres le depart de l\'avalanche.\r\n<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/LvqJY36_ypI"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""true""></iframe>'",W,45.35006,7.059024,openstreat_map_z_16_x_34053_y_23484.png,1,3018.0
1640944818534,1640818800000.0,1640944818000.0,Queyras,tête des fournéous,b'Depart de plaque\r\nDeclenchement certainement preventif',SE,44.95685313519744,6.712351077067265,openstreat_map_z_16_x_33989_y_23586.png,1,2611.0
1640879979901,1640818800000.0,1640881255000.0,Queyras,crête de Peyre Nière,"b""Plaque declenchee par le 3eme ou 4eme skieur d'un groupe, a la descente. Personne d'enseveli. Largeur 40 a 50 m. Cassure 40 a 50 cm.""",W,44.73947344783584,6.902707935751954,openstreat_map_z_16_x_34024_y_23641.png,1,2799.0
1640970016403,1640818800000.0,1640974335000.0,Vanoise,Aiguille de Mey,b'Vaste avalanche descendue naturellement jeudi matin vers 10:00',E,45.37318742641878,6.698181641674697,openstreat_map_z_16_x_33987_y_23478.png,1,2077.0
1640798108178,1640732400000.0,1640798536000.0,Haute Maurienne,Bessans,"b""Quelques uns des glissements de plaques de fond observes, phenomene qui n'est pas majoritaire aujourd'hui dans le secteur.""",W,45.341467,7.033131,openstreat_map_z_16_x_34048_y_23486.png,1,1983.0
1640798942825,1640732400000.0,1640798942000.0,Haute Maurienne,Bessans - Balme Noire,"b""Une des tres nombreuses purges spontanees observees ce jour, jamais de grande ampleur (jusqu'a present).""",W,45.346603,7.033072,openstreat_map_z_16_x_34048_y_23485.png,1,1940.0
1640806812284,1640732400000.0,1640807021000.0,Haute Maurienne,Bessans,"b""Une des plus grandes avalanches observees aujourd'hui dans le secteur, avec une ampleur habituelle.""",SE,45.322417,6.979085,openstreat_map_z_16_x_34038_y_23491.png,1,1839.0
1640895361448,1640732400000.0,1640897291000.0,Monte Bianco,Pointe Helbronner,"b""Plaque partie probablement hier le 29. Il a plu jusqu'a 2600 m. Neige mouillee. Bulletin danger Avalanche 4.""",SE,45.83546574689529,6.940115269350767,openstreat_map_z_16_x_34031_y_23358.png,1,2497.0
1640797832915,1640732400000.0,1640797832000.0,,col de l'eissalette,b'Avalanches spontanees de neige humide lourde que lon a observees lorsque nous etions au debut du vallon de lEissalette.\r\nDautres coulees sur le chemin plus bas en altitude observees dans la foret le matin et lapres-midi egalement.',E,44.45674699176859,6.546337673680297,openstreat_map_z_16_x_33959_y_23714.png,1,2400.0
1641038658043,1640732400000.0,1641038658000.0,Oisans,La Grave,"b""Avalanche de plaque, depart naturel\r\nL'ecoulement, relativement important, concerne un itineraire de ski de randonnee ou de raquette alpine (voir capture d'ecran IphiGeNie).""",SE,45.08967870017819,6.291836961120657,openstreat_map_z_16_x_33913_y_23551.png,1,2633.0
1641155580173,1640732400000.0,1641155580000.0,Haute Maurienne,Bessans,,W,45.338487,7.041659,openstreat_map_z_16_x_34049_y_23487.png,1,2366.0
1640782912805,1640732400000.0,1640782912000.0,Vanoise,Pralognan La Vavoise,,NE,45.385139,6.695077,openstreat_map_z_16_x_33986_y_23475.png,1,2191.0
1640766216330,1640732400000.0,1640766216000.0,Vanoise,Les Arcs,,NE,45.577563,6.833047,openstreat_map_z_16_x_34011_y_23425.png,1,1971.0
1640765320333,1640732400000.0,1640765487000.0,Vanoise,Champagny-le-haut,,SE,45.466117,6.720005,openstreat_map_z_16_x_33991_y_23454.png,1,2164.0
1640686961457,1640646000000.0,1640708951000.0,Cerces,Col du Galibier,"b'Plaque declenchee par notre passage a ski en aval. \r\nSeule la neige recente est partie. La vielle neige est restee en place. \r\nUn test nivologique realise dans la zone d\'amorce de rupture montre bien une propagation efficace au PST et a lECT dans une couche fragile de neige fraiche. La plaque est constituee de neige fraiche a 80kg/m3. \r\n<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Pv8QuBPBJos"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""true""></iframe>'",S,45.054300517776085,6.414856910705567,openstreat_map_z_16_x_33935_y_23560.png,1,2339.0
1640763808933,1640646000000.0,1640764009000.0,Cerces,Col du Galibier,"b'""alors quelle descendait a skis du col du Galibier en direction du col du Lautaret (commune de Monetier-les-Bains), une coulee de neige la emportee et ensevelie dans le secteur de Roche Noire""\r\nLocalisation incertaine.\r\nCoherence avec nos observations 2 heures auparavant dans le secteur ?'",T,45.052782,6.398784,openstreat_map_z_16_x_33932_y_23561.png,1,2355.0
1640953119230,1640646000000.0,1640953119000.0,Mont Thabor,,"b""Avalanche de faible ampleur declenchee par passage d'un skieur a la montee (groupe de 3). Plaque a vent sous un leger relief. 1 personne partiellement ensevelie.""",SE,45.1298385157664,6.5858807820039456,openstreat_map_z_16_x_33966_y_23541.png,1,2594.0
1640706590001,1640646000000.0,1640706774000.0,Oisans,,,S,45.048375614112906,6.320046186447144,openstreat_map_z_16_x_33918_y_23562.png,1,1544.0
1641415142761,1640646000000.0,1641415284000.0,Chartreuse,Dent de Crolles,,SE,45.302152908384045,5.86346090643514,openstreat_map_z_16_x_33835_y_23496.png,1,1176.0
1640707037338,1640646000000.0,1640707199000.0,Oisans,,,S,45.04709552311821,6.30915641784668,openstreat_map_z_16_x_33916_y_23562.png,1,1520.0
1641291878894,1640646000000.0,1641292000000.0,Maurienne,,,W,45.1860683408207,6.439211368560792,openstreat_map_z_16_x_33940_y_23526.png,1,1542.0
1640614344212,1640559600000.0,1641147666000.0,Belledonne,Montagne des Chalmettes,"b'Une des avalanches observees ce jour, pendant le debut de la perturbation. Lecoulement marron, semble recent (aujourdhui ?). \r\n\r\nDepart entre dimanche 26/12 a 12h et lundi 27/12 a 14h.\r\n\r\nCette avalanche est deja descendue 3 fois cette saison.'",S,45.12612500640234,6.009666449208938,openstreat_map_z_16_x_33862_y_23542.png,1,917.0
1640421719828,1640386800000.0,1640422868000.0,Champsaur,Orcières,,S,44.689477,6.352678,openstreat_map_z_16_x_33924_y_23654.png,1,1457.0
1641495825968,1640386800000.0,1641496118000.0,Champsaur,,,SE,44.66562337673336,6.319997312456451,openstreat_map_z_16_x_33918_y_23660.png,1,1561.0
1640890701116,1640386800000.0,1640890971000.0,Matheysine,Notre Dame de La Salette,,E,44.849717,5.960705,openstreat_map_z_16_x_33853_y_23613.png,1,1616.0
1640712904092,1640386800000.0,1640712904000.0,Vanoise,Saint Jean de Bellevilles,,E,45.424789,6.46007,openstreat_map_z_16_x_33944_y_23465.png,1,1764.0
1640421507983,1640300400000.0,1640422849000.0,Champsaur,Orcières,,S,44.689515,6.353105,openstreat_map_z_16_x_33924_y_23654.png,1,1455.0
1640017565735,1639954800000.0,1640019608000.0,Belledonne,La grande lauziere,"b""Ancienne avalanche tout est parti jusqu'au sol, au depart on voit une rupture assez inhabituelle comme endroit. \r\nLa coulee a traversee le bout du lac des domenons.""",N,45.15988447406034,5.958836373077259,openstreat_map_z_16_x_33852_y_23533.png,1,2621.0
1640017887278,1639954800000.0,1640019676000.0,Belledonne,PIC du grand doménon,b'Avalanche ancienne on distingue un rupture en haut',N,45.16273681781106,5.971206051646735,openstreat_map_z_16_x_33855_y_23532.png,1,2716.0
1640115431050,1639954800000.0,1640115557000.0,Oisans,,,S,45.044812891556695,6.29767656326294,openstreat_map_z_16_x_33914_y_23563.png,1,1463.0
1640011781061,1639782000000.0,1640011781000.0,Monte Rosa,Roccia Nera,"b""Due alpinisti a piedi in discesa. Uno viene travolto e trascinato lungo il salto di rocce. Intervenuto il soccorso alpino valdostano con l'elicottero. Ferito, e in rianimazione all'ospedale.\r\nPericolo valanghe previsto dal bollettino valanghe: 2-moderato\r\n\r\nPer maggiori info:\r\nhttps://aostasera.it/notizie/cronaca/valanga-alla-roccia-nera-grave-uno-scialpinista/\r\n\r\nhttps://www.ansa.it/sito/notizie/cronaca/2021/12/18/valanga-sul-monte-rosa-coinvolto-uno-scialpinista_d102663c-0aa4-4e1d-84f1-dbb418174264.html\r\n\r\nhttps://www.newsbiella.it/2021/12/19/leggi-notizia/argomenti/cronaca-5/articolo/valanga-sul-monte-rosa-e-biellese-lo-scialpinista-travolto-ora-in-rianimazione.html""",SW,45.932566473190064,7.773438692092896,openstreat_map_z_16_x_34183_y_23332.png,1,3993.0
1640205504011,1639782000000.0,1640205612000.0,,,,SE,44.82896950486057,6.134265661239625,openstreat_map_z_16_x_33884_y_23618.png,1,1340.0
1640863667826,1639782000000.0,1640863792000.0,Lauzière,,,SE,45.48231921344863,6.421658992767334,openstreat_map_z_16_x_33937_y_23450.png,1,1247.0
1640198745068,1639782000000.0,1640200131000.0,Matheysine,Gargas,,E,44.85838426917852,5.969328582286836,openstreat_map_z_16_x_33854_y_23611.png,1,1756.0
1639820151028,1639782000000.0,1640863096000.0,Lauzière,Celliers,,SE,45.480391,6.420584,openstreat_map_z_16_x_33936_y_23450.png,1,1291.0
1640024982216,1639695600000.0,1640025137000.0,Oisans,,,S,45.037322870431225,6.368572711944581,openstreat_map_z_16_x_33927_y_23565.png,1,1892.0
1639657592839,1639522800000.0,1639663893000.0,Chartreuse,,"b""Grosse avalanche de fond (reptation) sur neige humidifie a cause de l'isotherme et l'exposition.\r\nGros volume mobilise en deux temps. \r\nDeclenchement naturel vers 16h30.""",SW,45.297713814234186,5.6960990002335175,openstreat_map_z_16_x_33804_y_23498.png,1,1729.0
1639600684294,1639436400000.0,1639601071000.0,Oisans,Col du Lautaret - Charéray,b'Reptation en cours.',SW,45.037273,6.368275,openstreat_map_z_16_x_33927_y_23565.png,1,1885.0
1639574785837,1639436400000.0,1639580127000.0,Belledonne,Les Grands Moulins,"b""Plaque de fond observee depuis Les Plagnes 2078 (Super Collet). Les informations peuvent donc manquer de precisions. Je n'ai pas observe l'avalanche en elle meme, mais juste constate la trace de la plaque (on voit l'herbe en dessous). Je ne sais donc pas quand elle est partie precisement.""",SW,45.40756873420721,6.191482026814335,openstreat_map_z_16_x_33895_y_23469.png,1,2105.0
1639549806389,1639436400000.0,1639549806000.0,ARVAN - villard,plan de l'Oullaz - Crête de Coin Cavour,"b""Avalanches de fond a 24 h d'intervalle, d'abord la plus basse, puis la plus haute""",E,45.23419878000856,6.216931343078614,openstreat_map_z_16_x_33899_y_23514.png,1,2078.0
1639501176123,1639436400000.0,1639501176000.0,Ecrins,La Cucumelle,"b'Declenchement a distance sur la crete, couche consequente  de face plane. \r\nLargeur env 50m\r\nEpaisseur irreguliere. \r\nPlaque de neige dure ramenee par le vent. (Sous les vent)\r\nDepot important et tres compact par la configuration du terrain en cuvette. \r\nUne partie de la plaque a craquee mais na pas bouge.'",NE,44.93673439205198,6.509828567504884,openstreat_map_z_16_x_33953_y_23591.png,1,2604.0
1639517427806,1639436400000.0,1639543999000.0,Queyras,arpelin,"b""Au BERA risque 3 au dessus de 2100m. Plaques sur 2 departs jusqu'au sol. Depart non observe donc possibilite de declenchement quelques jours precedant, mais pas de neige recente dessus. Nombreuses traces de descente a skis parcourant la face. Cassure 20 a 30 cm en moyenne. Couche fragile de neige sans cohesion type gobelet.""",N,44.82705455865498,6.740747592442142,openstreat_map_z_16_x_33995_y_23619.png,1,2532.0
1639683876084,1639436400000.0,1639683876000.0,Belledonne,,"b""Multiples plaques de fond parties en pentes raides herbeuses. Coulees descendues jusqu'au fond de la Combe du Tepey.""",S,45.28502201667556,6.188803782740139,openstreat_map_z_16_x_33894_y_23501.png,1,1861.0
1639408753038,1639350000000.0,1639423015000.0,Arves,Mont Charvin,"b""Une belle plaque s'est detachee sur la montagne du Mont Charvin (en Maurienne). La couche de neige est partie, sol apparent. Cette avalanche part regulierement chaque annee.""",S,45.22158316913394,6.284976825834502,openstreat_map_z_16_x_33912_y_23517.png,1,1980.0
1639424782093,1639350000000.0,1639648751000.0,Grandes Rousses,,,S,45.08497541642549,6.063594818115235,openstreat_map_z_16_x_33871_y_23553.png,1,1646.0
1639573993222,1639263600000.0,1639583446000.0,Haute Maurienne,Pointe d'Andagne,"b'Avalanche partie naturellement \r\nDate incertaine, mais probablement dimanche 12/12. \r\nVideo du test nivologique realise a proximite, le 15 decembre :\r\n<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/b2Ecfnnzcrk"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""true""></iframe>\r\n\r\nToujours une belle coherence entre l\'activite avalancheuse recente et les tests nivologiques que nous pratiquons (procedure ROMANsns)'",W,45.350382874703335,7.055616704641011,openstreat_map_z_16_x_34052_y_23484.png,1,2866.0
1639338459153,1639263600000.0,1639338459000.0,Bornes,Pointe de Talamarche,"b""Avalanche de fond spontanee observee lors de la montee a la pointe Talamarche. Je ne sais pas de quand elle date exactement mais moins de 24h. Tout le manteau est parti jusqu'a la terre, juste sous le sommet. La pente a ce niveau est superieure a 30.""",SE,45.8681858083584,6.263923645019531,openstreat_map_z_16_x_33908_y_23349.png,1,1553.0
1639320564529,1639263600000.0,1639678791000.0,Queyras,Pointe de Rasis,"b""Depart observe ce midi sans connaitre l'heure reelle du depart.\r\nTrace d'animal semblant entrer dans la zone de depart sans en ressortir (origine du declenchement?)\r\nAltitude d'arrivee approximative car non visible depuis le point de vue.\r\nSecteur soumis au vent d'un large secteur Nord.""",S,44.69208792255449,6.818561553955079,openstreat_map_z_16_x_34009_y_23654.png,1,2741.0
1639421779004,1639263600000.0,1640029003000.0,Belledonne,les vans,b'Petite avalanche probablement partie dimanche apres-midi sur la trace de montee aux Vans.',SW,45.129183,5.927546,openstreat_map_z_16_x_33847_y_23541.png,1,2334.0
1639383019593,1639263600000.0,1639387790000.0,Chablais,,"b""Rupture jusqu'au sol . Surement la veille.""",E,46.231221915504335,6.549951508204686,openstreat_map_z_16_x_33960_y_23254.png,1,1439.0
1639334532213,1639263600000.0,1639336620000.0,Aravis,Montagne de Sulens,b'Photo prise depuis env 1600m',T,45.926250845073454,6.357685343953189,openstreat_map_z_16_x_33925_y_23334.png,1,1697.0
